Lead Source,Do Not Email,Do Not Call,Converted,Country,Specialization,Through Recommendations,Tags,City,Last Notable Activity,Decision_Authority,Job Position
Direct Traffic,Yes,No,0,India,Human Resource Management,No,Already a student,Mumbai,Email Bounced,3,Team Lead
Welingak Website,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Email Link Clicked,1,Associate Analyst
Google,No,No,1,India,Hospitality Management,No,Will revert after reading the email,Mumbai,Modified,4,Vice President
Google,No,No,0,India,Marketing Management,No,Interested in other courses,Mumbai,Modified,1,Junior Developer
Google,No,No,0,India,Business Administration,No,Ringing,Mumbai,Email Opened,3,Marketing Manager
Direct Traffic,No,No,0,India,Finance Management,No,,Mumbai,Email Link Clicked,3,Operations Manager
Google,No,No,0,India,Select,No,Ringing,Mumbai,Page Visited on Website,4,Vice President
Direct Traffic,No,No,0,India,Marketing Management,No,Already a student,Mumbai,Email Opened,2,Technical Specialist
Direct Traffic,Yes,No,0,Bangladesh,Operations Management,No,Ringing,Other Cities,Modified,1,Intern
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,Email Opened,4,Vice President
Reference,No,No,1,Bangladesh,Finance Management,No,Will revert after reading the email,Other Cities,SMS Sent,1,Junior Developer
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Email Opened,3,Project Manager
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Email Opened,2,Data Analyst
Google,Yes,No,0,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,2,Software Engineer
Google,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Organic Search,No,No,1,India,Marketing Management,No,Closed by Horizzon,Mumbai,Email Link Clicked,2,Technical Specialist
Direct Traffic,No,No,1,India,E-COMMERCE,No,Lost to EINS,Mumbai,Modified,3,Marketing Manager
Direct Traffic,No,No,1,India,Select,No,,Mumbai,Email Opened,4,Head of Marketing
Direct Traffic,No,No,0,India,Finance Management,No,,Mumbai,Modified,2,Software Engineer
Direct Traffic,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,2,Software Engineer
Google,No,No,1,India,Supply Chain Management,No,Busy,Mumbai,SMS Sent,2,Software Engineer
Olark Chat,No,No,0,India,Select,No,invalid number,Mumbai,SMS Sent,1,Associate Analyst
Direct Traffic,No,No,0,India,International Business,No,,Mumbai,Modified,2,Technical Specialist
Direct Traffic,No,No,0,India,E-COMMERCE,No,Ringing,Mumbai,SMS Sent,4,Director of Operations
Direct Traffic,Yes,No,0,India,Travel and Tourism,No,,Mumbai,Modified,1,Junior Developer
Organic Search,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,1,Junior Developer
Olark Chat,No,No,0,India,Select,No,Graduation in progress,Mumbai,Modified,2,Data Analyst
Direct Traffic,No,No,1,Bangladesh,Marketing Management,No,,Other Cities,SMS Sent,5,COO
Direct Traffic,No,No,0,India,"Banking, Investment And Insurance",No,Busy,Mumbai,SMS Sent,3,Marketing Manager
Google,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Email Opened,3,Marketing Manager
Olark Chat,Yes,No,0,India,Select,No,Graduation in progress,Mumbai,Modified,3,Team Lead
Direct Traffic,Yes,No,0,India,E-COMMERCE,No,Ringing,Mumbai,SMS Sent,1,Junior Developer
Google,No,No,0,India,Human Resource Management,No,,Mumbai,Email Opened,4,Head of Marketing
Direct Traffic,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Intern
Organic Search,No,No,1,Bangladesh,Select,No,Will revert after reading the email,Other Cities,Modified,2,Data Analyst
Olark Chat,No,No,0,,Select,No,,,Modified,3,Project Manager
Direct Traffic,Yes,No,0,India,Finance Management,No,Ringing,Mumbai,Modified,4,Director of Operations
Direct Traffic,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,4,Director of Operations
Direct Traffic,No,No,0,India,Hospitality Management,No,Already a student,Mumbai,Email Opened,4,Vice President
Direct Traffic,Yes,No,0,India,Finance Management,No,,Mumbai,Modified,2,Data Analyst
Google,No,No,0,India,Hospitality Management,No,Ringing,Mumbai,SMS Sent,4,Head of Marketing
Direct Traffic,No,No,1,India,Marketing Management,No,Busy,Mumbai,Page Visited on Website,2,Software Engineer
Direct Traffic,No,No,1,India,Operations Management,No,,Mumbai,Email Opened,1,Associate Analyst
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,Olark Chat Conversation,2,Business Consultant
Olark Chat,No,No,0,,Select,No,,,Olark Chat Conversation,2,Software Engineer
Google,No,No,1,India,Operations Management,No,Closed by Horizzon,Mumbai,Email Opened,3,Project Manager
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,3,Team Lead
Reference,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Marketing Manager
Reference,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Marketing Manager
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Junior Developer
Olark Chat,No,No,1,India,Select,No,,Mumbai,Email Opened,4,Director of Operations
Reference,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,4,Head of Marketing
Reference,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Reference,No,No,1,India,Operations Management,No,Closed by Horizzon,Mumbai,Modified,1,Assistant Coordinator
Reference,No,No,0,India,Human Resource Management,No,Not doing further education,Mumbai,Email Opened,2,Business Consultant
Reference,No,No,1,India,Finance Management,No,Closed by Horizzon,Mumbai,Email Link Clicked,2,Software Engineer
Olark Chat,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Vice President
Reference,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Intern
Olark Chat,No,No,0,India,Finance Management,No,Ringing,Mumbai,Modified,4,Head of Marketing
Reference,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Google,No,No,0,India,Select,No,,Mumbai,Modified,4,Vice President
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Google,No,No,0,India,Finance Management,No,,Mumbai,SMS Sent,2,Business Consultant
Reference,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Direct Traffic,No,No,1,India,IT Projects Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Direct Traffic,No,No,0,India,Services Excellence,No,Already a student,Mumbai,Email Opened,1,Intern
Reference,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Software Engineer
Olark Chat,Yes,No,0,India,Select,No,Already a student,Mumbai,Email Bounced,3,Project Manager
Organic Search,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,2,Data Analyst
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,1,Intern
Organic Search,No,No,1,India,Rural and Agribusiness,No,Will revert after reading the email,Mumbai,Page Visited on Website,4,Head of Marketing
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,2,Technical Specialist
Direct Traffic,No,No,1,India,Healthcare Management,No,,Mumbai,SMS Sent,1,Junior Developer
Direct Traffic,No,No,0,India,Marketing Management,No,invalid number,Mumbai,Modified,3,Project Manager
Organic Search,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Olark Chat,Yes,No,0,,Select,No,,,Modified,2,Business Consultant
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Data Analyst
Organic Search,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Senior Strategy Director
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,4,Vice President
,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Direct Traffic,No,No,0,India,Business Administration,No,,Mumbai,Modified,1,Assistant Coordinator
Google,No,No,0,India,Operations Management,No,Ringing,Mumbai,Email Opened,2,Data Analyst
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,3,Team Lead
Google,No,No,0,India,Healthcare Management,No,Ringing,Mumbai,Email Opened,2,Data Analyst
Organic Search,No,No,1,India,Select,No,,Mumbai,SMS Sent,4,Senior Strategy Director
Olark Chat,No,No,1,India,Select,No,,Mumbai,Email Opened,2,Business Consultant
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,1,Associate Analyst
Welingak Website,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,2,Data Analyst
Google,No,No,0,India,Select,No,,Mumbai,Modified,1,Intern
Google,No,No,0,India,"Banking, Investment And Insurance",No,,Mumbai,Email Opened,3,Marketing Manager
Organic Search,No,No,1,India,IT Projects Management,No,,Mumbai,SMS Sent,2,Technical Specialist
Google,No,No,1,Bangladesh,Human Resource Management,No,Will revert after reading the email,Other Cities,SMS Sent,1,Assistant Coordinator
Google,No,No,0,India,Business Administration,No,Interested in other courses,Mumbai,Modified,1,Intern
Direct Traffic,No,No,0,Bangladesh,"Banking, Investment And Insurance",No,switched off,Other Cities,Email Opened,2,Software Engineer
Google,No,No,1,India,Marketing Management,No,Busy,Mumbai,Page Visited on Website,1,Associate Analyst
Direct Traffic,No,No,0,India,Supply Chain Management,No,Lost to EINS,Mumbai,Email Opened,3,Marketing Manager
Direct Traffic,No,No,0,India,Finance Management,No,switched off,Mumbai,Email Opened,4,Director of Operations
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,3,Operations Manager
Direct Traffic,Yes,No,0,India,Human Resource Management,No,Ringing,Mumbai,Unsubscribed,3,Project Manager
Organic Search,No,No,0,India,Select,No,,Mumbai,SMS Sent,2,Business Consultant
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,2,Software Engineer
Google,No,No,1,India,Finance Management,No,,Mumbai,SMS Sent,4,Vice President
Google,No,No,1,India,Services Excellence,No,Will revert after reading the email,Mumbai,SMS Sent,3,Operations Manager
Organic Search,No,No,0,Bangladesh,Supply Chain Management,No,switched off,Other Cities,Modified,1,Junior Developer
Google,No,No,0,India,Select,No,,Mumbai,Email Opened,1,Intern
Welingak Website,No,No,1,India,Select,No,Lost to EINS,Mumbai,Modified,3,Team Lead
,No,No,1,India,Select,No,Lost to EINS,Mumbai,Modified,4,Director of Operations
Reference,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,1,India,Travel and Tourism,No,,Mumbai,SMS Sent,2,Data Analyst
Google,No,No,1,India,Select,No,,Mumbai,SMS Sent,3,Marketing Manager
Olark Chat,No,No,0,India,Select,No,Already a student,Mumbai,Modified,3,Operations Manager
Direct Traffic,Yes,No,0,India,"Banking, Investment And Insurance",No,Ringing,Mumbai,Modified,2,Software Engineer
Google,No,No,1,India,Travel and Tourism,No,Will revert after reading the email,Mumbai,Email Opened,5,CEO
Reference,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Marketing Manager
Direct Traffic,No,No,1,India,"Banking, Investment And Insurance",No,Will revert after reading the email,Mumbai,Email Opened,2,Business Consultant
Organic Search,No,No,0,India,Select,No,switched off,Mumbai,SMS Sent,1,Junior Developer
Direct Traffic,No,No,0,India,Operations Management,No,,Mumbai,Modified,2,Software Engineer
Olark Chat,No,No,0,,Select,No,,,Email Opened,3,Operations Manager
,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,4,Senior Strategy Director
Direct Traffic,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Olark Chat,No,No,0,,Select,No,,,Modified,3,Project Manager
Direct Traffic,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,SMS Sent,3,Team Lead
Organic Search,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Direct Traffic,No,No,0,India,Rural and Agribusiness,No,Ringing,Mumbai,Email Opened,2,Data Analyst
Olark Chat,No,No,1,India,Select,No,Closed by Horizzon,Mumbai,Modified,4,Vice President
Direct Traffic,No,No,1,India,E-COMMERCE,No,,Mumbai,Modified,2,Technical Specialist
Google,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Organic Search,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,SMS Sent,3,Team Lead
Organic Search,No,No,0,India,Business Administration,No,switched off,Mumbai,SMS Sent,5,CEO
Google,No,No,0,India,Media and Advertising,No,Interested in other courses,Mumbai,Email Opened,4,Director of Operations
Olark Chat,No,No,1,,Select,No,,,SMS Sent,1,Assistant Coordinator
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,SMS Sent,5,CTO
Olark Chat,No,No,1,,Select,No,,,SMS Sent,2,Software Engineer
Direct Traffic,No,No,1,India,Operations Management,No,Will revert after reading the email,Mumbai,SMS Sent,2,Software Engineer
Olark Chat,No,No,0,India,Select,No,Not doing further education,Mumbai,Email Opened,5,CFO
Google,No,No,1,India,Media and Advertising,No,Will revert after reading the email,Mumbai,SMS Sent,2,Business Consultant
Google,No,No,1,India,Operations Management,No,,Mumbai,SMS Sent,3,Marketing Manager
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,SMS Sent,1,Associate Analyst
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,Email Opened,1,Assistant Coordinator
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,Modified,1,Junior Developer
Direct Traffic,No,No,1,India,Services Excellence,No,Will revert after reading the email,Mumbai,SMS Sent,2,Technical Specialist
Google,No,No,0,India,Human Resource Management,No,Ringing,Mumbai,Email Opened,2,Business Consultant
Direct Traffic,No,No,1,India,Business Administration,No,,Mumbai,SMS Sent,3,Team Lead
Direct Traffic,No,No,1,India,Finance Management,No,Will revert after reading the email,Mumbai,SMS Sent,3,Project Manager
Direct Traffic,No,No,1,India,Human Resource Management,No,Will revert after reading the email,Mumbai,Email Opened,2,Technical Specialist
Olark Chat,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,2,Data Analyst
Direct Traffic,No,No,0,India,Select,No,Ringing,Mumbai,Email Opened,2,Software Engineer
Direct Traffic,No,No,1,India,Business Administration,No,Will revert after reading the email,Mumbai,Email Opened,3,Team Lead
Direct Traffic,No,No,1,India,Supply Chain Management,No,,Mumbai,SMS Sent,5,COO
Direct Traffic,Yes,No,0,India,E-Business,No,Ringing,Mumbai,SMS Sent,1,Assistant Coordinator
Google,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Modified,1,Associate Analyst
Direct Traffic,No,No,0,India,Select,No,Already a student,Mumbai,Olark Chat Conversation,2,Data Analyst
Google,No,No,1,India,Business Administration,No,Busy,Mumbai,SMS Sent,1,Junior Developer
Google,No,No,1,Bangladesh,Marketing Management,No,Will revert after reading the email,Other Cities,Email Opened,2,Technical Specialist
Welingak Website,No,No,1,India,Select,No,,Mumbai,Email Opened,2,Technical Specialist
Google,No,No,1,India,Media and Advertising,No,Will revert after reading the email,Mumbai,Email Opened,5,COO
Direct Traffic,No,No,1,India,E-Business,No,Will revert after reading the email,Mumbai,Email Opened,1,Intern
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Modified,2,Technical Specialist
Google,Yes,No,0,India,Select,No,,Mumbai,Modified,1,Assistant Coordinator
Google,No,No,0,India,Marketing Management,No,switched off,Mumbai,Email Opened,3,Marketing Manager
Direct Traffic,No,No,1,Bangladesh,Finance Management,No,,Other Cities,SMS Sent,3,Operations Manager
Olark Chat,Yes,No,0,,Select,No,,,SMS Sent,3,Marketing Manager
Direct Traffic,No,No,0,India,Travel and Tourism,No,Already a student,Mumbai,Email Opened,3,Marketing Manager
Google,No,No,0,India,Select,No,,Mumbai,Olark Chat Conversation,3,Team Lead
Google,Yes,No,0,India,Select,No,,Mumbai,Page Visited on Website,3,Operations Manager
Reference,No,No,1,India,Marketing Management,No,Will revert after reading the email,Mumbai,Email Opened,5,CTO
Olark Chat,No,No,1,India,Select,No,Will revert after reading the email,Mumbai,Email Opened,1,Associate Analyst
Reference,No,No,1,India,Finance Management,No,Closed by Horizzon,Mumbai,Modified,1,Intern
